Department,Extracurricular_Activities,Internet_Access_at_Home,Midterm_Score,Assignments_Avg,Projects_Score,Quizzes_Avg,Attendance (%),Phone_Screen_Time (hrs/day),Sleep_Hours_per_Night,Study_Hours_per_Week,Overall_Percentage,Grade
EEE,Yes,Yes,30,54,30,32,69,3.790402731508525,7.033222854053173,21.27208712809674,43.0,F
Mechanical,No,Yes,93,93,97,91,81,5.383233201151968,6.125266082272237,25.95380458879811,91.0,A+
EEE,No,Yes,61,62,64,68,74,1.890428835364466,5.583764383255897,11.786516575524773,65.8,C
Mechanical,Yes,No,31,54,49,55,61,3.562093742881058,7.52139278340796,8.294666715852756,50.0,F
IT,No,No,81,80,87,82,89,1.722855062125339,4.690095507785449,19.199357432902012,83.8,A
IT,Yes,Yes,72,77,76,74,94,5.677264633705336,7.583248405594315,6.444704925496604,78.6,B
Mechanical,No,Yes,74,70,70,71,85,4.126213307746591,5.830582464134161,11.46704434503571,74.0,B
Mechanical,No,Yes,73,71,72,78,63,7.7680588520537555,6.106379770359157,12.582025651636132,71.4,B
Mechanical,Yes,Yes,52,42,37,44,60,1.4064433722376388,7.424976166766481,29.015020250313032,47.0,F
IT,No,No,91,91,93,94,83,4.641189246175259,4.571503845357647,24.38365376007839,90.4,A+
EEE,Yes,Yes,66,61,65,67,77,7.8196976786521555,5.757970050279455,6.511173074631755,67.2,C
IT,No,Yes,65,60,64,64,74,5.983326197089136,6.966643554872355,17.485114034506115,65.4,C
EEE,No,Yes,91,98,97,97,66,3.20939140634345,6.579330416089255,14.87827269028758,89.8,A+
Civil,Yes,Yes,93,93,98,95,81,5.131847572199357,5.732986995886622,29.6087851850726,92.0,A+
IT,No,Yes,75,75,70,71,79,5.55175503752333,5.249953304571419,13.700753817706323,74.0,B
Civil,No,No,66,68,66,64,74,6.114458448840143,7.330113395169528,22.87026730328194,67.6,C
EEE,No,Yes,88,86,86,80,61,7.571002447618245,5.969449214078503,22.521642478135714,80.2,A
Mechanical,No,Yes,91,98,99,99,76,3.982640325328588,4.890305670284122,14.916290048856297,92.6,A+
EEE,Yes,No,64,60,68,67,95,3.7589326997981822,4.807198325368761,6.763357380933048,70.8,C
Mechanical,No,No,88,80,80,84,80,5.326720758931878,6.038035492896808,18.643741994485893,82.4,A
Civil,No,No,73,74,73,71,66,7.125060898207791,5.205824745642672,7.363908619359706,71.4,B
EEE,No,Yes,65,64,60,62,98,2.585106334727245,6.317071318300798,19.467376967941163,69.8,C
EEE,No,No,78,73,71,78,89,7.480261851387138,6.581382493002431,15.368395063249844,77.8,B
Mechanical,No,No,73,72,75,78,90,6.511280862201767,7.93665983793286,5.497537093501946,77.6,B
IT,Yes,No,86,84,87,80,70,5.222345159302672,6.094402188610447,11.33960292490923,81.4,A
IT,No,Yes,76,74,78,74,77,6.923357063080614,5.809293910537184,15.60972545181276,75.8,B
EEE,No,No,84,83,88,82,70,4.460595677320306,7.659339799987512,10.29285930369927,81.4,A
Mechanical,No,Yes,95,91,91,97,70,1.470791397771575,4.379671747286679,29.972315300832264,88.8,A+
EEE,No,No,88,82,87,88,99,3.347601243522237,4.70832902158916,7.460604727534219,88.8,A
Mechanical,No,Yes,90,96,98,97,67,3.1204101018323485,4.262779435817463,10.705884087342477,89.6,A+
EEE,Yes,Yes,95,95,90,98,65,5.136250602317693,6.71025744736913,5.414695723196404,88.6,A+
Mechanical,Yes,No,81,85,82,87,85,6.530582749800065,6.465162993416579,6.1215139406929255,84.0,A
IT,Yes,No,96,97,93,91,89,2.8958257588345195,5.755885682822544,6.961409533556649,93.2,A+
EEE,Yes,Yes,75,72,76,75,68,7.194487227914767,6.308081606762233,10.528690252767335,73.2,B
IT,No,Yes,36,52,57,30,36,3.2244978601080474,5.240007411129222,23.69730635065208,42.2,F
IT,Yes,Yes,74,78,70,73,66,7.813760040052303,5.754738811599174,18.51893754718391,72.2,B
Mechanical,No,No,58,50,41,34,52,3.6682250067562605,6.875511921576541,27.096902799647044,47.0,F
IT,Yes,Yes,81,80,81,83,92,4.175052999459838,5.819489771211472,22.1425135733411,83.4,A
Mechanical,Yes,No,70,77,75,78,78,7.381470828147124,6.60993891362463,24.345018714225848,75.6,B
Civil,Yes,Yes,85,86,86,88,70,2.324370546732484,6.881535994345783,17.777840962237512,83.0,A
IT,No,Yes,85,83,87,86,82,2.734687100348348,4.145362993264969,7.546181628559569,84.6,A
EEE,No,No,46,51,58,32,46,7.881115014943039,4.231990289890834,19.588238721647834,46.6,F
EEE,No,Yes,74,71,72,75,76,2.456171939132742,5.350843098896898,25.24185645220183,73.6,B
EEE,Yes,No,74,74,75,74,97,1.3789408588162453,6.387427443137964,15.696014265676324,78.8,B
Mechanical,No,No,98,97,99,99,61,3.4056423482637213,5.1297235947460464,14.76820914034033,90.8,A+
Mechanical,Yes,Yes,63,63,60,61,62,6.335615527495185,7.960439134939668,24.44478951049226,61.8,C
IT,No,Yes,78,78,73,78,73,7.509595121603029,5.374126445993177,29.087106966404313,76.0,B
Civil,Yes,No,85,84,83,83,80,1.848088228826898,4.341633931233061,27.736091600915778,83.0,A
Mechanical,No,Yes,43,31,37,48,36,3.8254486837675317,5.267164297978457,28.343604955695337,39.0,F
Mechanical,No,No,85,81,82,85,97,7.285547054106158,7.239697681211597,19.578255477489588,86.0,A
Mechanical,Yes,Yes,99,96,90,97,70,1.2211030137794943,7.744848984974759,6.299282091286811,90.4,A+
EEE,No,No,78,72,74,73,73,1.0806820983708967,4.521362894276288,12.731702787492384,74.0,B
Civil,Yes,No,76,72,70,73,78,3.570943908964965,7.6552580904997765,14.207386691392738,73.8,B
Mechanical,No,Yes,63,67,67,66,85,6.670485157604594,5.925104602046467,16.265585627704226,69.6,C
Civil,No,No,88,82,86,86,93,7.905411811002107,5.113070643275078,14.885456756059451,87.0,A
IT,Yes,Yes,82,85,81,88,97,1.8103203237242724,7.376743583296326,8.482558467697858,86.6,A
IT,Yes,Yes,68,62,62,60,63,2.1454928892954657,7.48468132784389,11.806188409261782,63.0,C
Mechanical,No,Yes,84,82,81,80,78,4.016007927675895,5.248767535145552,23.127778998332904,81.0,A
EEE,No,Yes,41,43,34,56,31,5.705900553439347,5.380629856543921,5.439747905313115,41.0,F
Mechanical,No,Yes,90,91,91,95,82,5.440459412909546,6.722821806219067,18.27336458292841,89.8,A+
Mechanical,No,No,93,94,90,90,62,3.010672941578572,5.18523248182396,10.840193776247748,85.8,A+
IT,Yes,Yes,68,67,67,60,97,7.874280613136874,4.252134609999047,27.575027128787404,71.8,C
Mechanical,No,Yes,64,60,68,68,67,6.747505561399131,6.1834376040790495,13.453588455604905,65.4,C
Mechanical,Yes,No,38,38,32,52,57,3.1693155913608795,6.963250366040093,5.617859484712083,43.4,F
EEE,Yes,No,74,71,75,70,81,6.117720881024935,4.968733782375071,9.292749724342205,74.2,B
IT,No,No,78,74,72,72,87,5.209708901872502,6.6218138259742565,5.216727246128276,76.6,B
IT,No,No,57,57,45,30,32,7.615153422746672,6.071478476724525,25.79780435298766,44.2,F
Civil,No,No,90,91,94,94,67,5.76092351772416,4.923316756616048,16.421466122009214,87.2,A+
EEE,Yes,Yes,78,75,70,72,63,5.924557008618386,6.39164396905333,17.24734360960435,71.6,B
Civil,No,Yes,78,75,75,78,92,7.341815644564823,7.454186126685714,21.851461318842397,79.6,B
Civil,Yes,Yes,46,34,49,42,42,4.763372205231482,6.067434102149269,27.62710094402384,42.6,F
EEE,No,Yes,34,37,50,43,67,5.317109547627839,5.274810623845534,21.92907191181183,46.2,F
EEE,Yes,Yes,85,84,83,86,87,3.0361379796210777,5.877627367957032,26.446444587937226,85.0,A
Mechanical,Yes,No,92,91,93,94,86,4.774128936726782,5.245230796624014,20.25834458277296,91.2,A+
EEE,Yes,No,99,97,91,96,62,2.0663071262517483,5.06467205006215,5.550673030595425,89.0,A+
EEE,Yes,No,81,85,83,80,60,2.138625705738396,6.937462705968874,10.22077338736475,77.8,A
EEE,Yes,Yes,34,30,40,55,50,4.450947003731723,4.833977899817042,9.071164381977368,41.8,F
IT,No,No,33,38,44,53,55,7.080758024211294,5.115332691271266,10.09006789336637,44.6,F
Civil,No,No,54,53,51,42,46,7.321091274176647,4.334328888001423,25.565623191964004,49.2,F
EEE,Yes,Yes,39,50,31,38,39,3.978439894160803,4.386793542185349,29.447789064767356,39.4,F
IT,Yes,Yes,88,80,85,86,82,5.123140636866381,7.7546592531734895,13.746359604521361,84.2,A
IT,Yes,Yes,33,50,47,37,41,6.981448293769685,5.9223130107547135,20.517705658376478,41.6,F
Mechanical,No,Yes,77,72,71,76,80,6.0378620002258625,4.376961401908989,20.8441914949624,75.2,B
Civil,No,No,84,83,86,87,80,6.878742465424419,4.509942720560985,25.005158692089477,84.0,A
IT,No,No,95,96,98,92,78,6.209953459164689,7.487331115892484,15.841383348909723,91.8,A+
Civil,Yes,No,63,60,61,62,82,2.610601358940013,5.023923035371989,5.800451332986274,65.6,C
IT,No,No,70,73,74,72,86,6.230219193777553,5.850253233255199,20.03460556921827,75.0,B
Civil,Yes,No,95,97,98,93,71,5.985894129471094,4.592347719813599,29.943512126223546,90.8,A+
IT,No,No,62,61,67,66,99,1.8471100172405421,7.719939132536538,18.793772073488782,71.0,C
EEE,No,No,70,70,76,72,61,6.838878032730721,4.032584992776941,10.326433768325153,69.8,B
IT,Yes,No,30,46,56,39,35,7.161509371398975,7.92213548515456,14.819996427512065,41.2,F
Mechanical,No,No,80,81,86,80,92,4.586749745124746,5.3953276298345205,14.370623108749943,83.8,A
Civil,Yes,Yes,68,64,66,64,76,3.669579251407001,5.050790527587607,6.117756863872413,67.6,C
EEE,No,Yes,85,83,88,86,84,6.569048633803105,4.565534216865361,8.258010829308397,85.2,A
Civil,No,Yes,41,49,35,57,39,1.6687492655315146,4.445044989237873,27.533084354069295,44.2,F
Civil,No,Yes,70,71,73,78,94,3.1241725151472437,7.455743229839819,24.53807823832668,77.2,B
Mechanical,Yes,No,30,40,42,30,63,7.0718287925719725,5.308398661600317,13.22657042252274,41.0,F
Mechanical,No,No,61,67,67,60,76,6.139047181129056,7.751643813697374,18.231126423986822,66.2,C
Civil,Yes,Yes,77,77,74,74,85,2.465014330710839,4.014878643272237,11.03765567140153,77.4,B
Mechanical,No,No,44,52,45,33,46,4.2339883995576395,4.1402851179141305,24.792947039088208,44.0,F
IT,No,Yes,91,93,97,95,60,1.9838707730485254,5.942358798637591,5.6884179967366375,87.2,A+
Mechanical,No,No,81,80,87,83,62,3.5187743044559654,6.163062525202172,21.932517158391487,78.6,A
IT,Yes,Yes,55,33,46,45,52,1.425468180405824,7.59311883017518,12.611086224759351,46.2,F
EEE,No,Yes,99,93,93,93,69,1.9647602941146478,6.652168018001969,5.046997088122766,89.4,A+
Civil,No,No,90,90,92,95,81,7.852250007925063,5.94696861183782,27.65246969296385,89.6,A+
IT,No,No,33,56,39,43,68,2.5938063815071892,6.488790585120532,5.303436457880013,47.8,F
IT,No,Yes,82,80,82,88,85,7.192108217607296,7.582251392527355,27.729381601339643,83.4,A
Mechanical,Yes,Yes,40,49,36,47,33,4.620927818712866,7.356054412639208,23.233638358244317,41.0,F
Civil,Yes,Yes,62,63,60,66,89,7.88251190657622,6.5400982645664385,16.071762652647262,68.0,C
Civil,Yes,No,92,93,96,90,92,1.437795588281579,7.2054676632780765,24.164713099291085,92.6,A+
EEE,Yes,Yes,95,98,97,94,60,5.599779299501168,5.742691594711564,23.250982914045462,88.8,A+
IT,No,Yes,87,85,86,88,98,7.217905375580542,5.8397678051758515,20.174327906856636,88.8,A
Civil,Yes,Yes,70,74,73,72,96,7.542563668950544,4.034276843242963,6.194992741443732,77.0,B
EEE,Yes,No,60,61,62,62,71,3.1817827979217292,5.231171022191699,12.225158368361587,63.2,C
Civil,No,No,82,84,81,83,69,5.65755645893233,6.002843703346685,21.1215305703745,79.8,A
Mechanical,Yes,Yes,33,35,58,45,55,2.9240999966450723,6.710452702170445,5.960827435811745,45.2,F
IT,Yes,No,39,49,44,33,55,7.292153284055273,7.094027395203785,26.78002590729225,44.0,F
IT,Yes,No,84,88,84,84,94,4.7630679663606,6.303169884489239,21.128752082522585,86.8,A
Civil,Yes,Yes,58,34,36,48,53,6.171431168452602,6.948995155026946,15.690686792184714,45.8,F
EEE,No,Yes,86,84,85,84,82,6.844816499780737,6.841406002849329,7.812578263165793,84.2,A
Mechanical,No,No,45,30,33,35,59,2.8029740795466185,6.17559368285259,23.488778718374824,40.4,F
Mechanical,Yes,Yes,66,68,63,63,62,1.4550384258756441,5.475516366637102,25.81937578068373,64.4,C
Civil,Yes,No,78,78,75,72,74,4.285263079304291,5.75862293623666,16.157166711858782,75.4,B
Civil,No,Yes,60,68,60,64,79,4.275409423618809,6.270143145825281,24.780106339701778,66.2,C
Mechanical,No,Yes,68,65,67,68,74,3.9474997873554365,4.809151767490151,14.700690458537856,68.4,C
IT,Yes,Yes,50,46,31,47,52,7.382574791308681,6.869184310293711,7.632321456398626,45.2,F
Mechanical,No,No,62,64,61,66,62,6.821480281185316,7.584113461299973,15.365501559911946,63.0,C
Mechanical,No,Yes,43,37,52,56,39,4.996843567487394,4.15596561881998,23.767230462218045,45.4,F
Mechanical,No,Yes,71,75,73,70,67,6.897741558462611,5.2128327750387,15.736197426967564,71.2,B
EEE,No,Yes,53,46,47,36,69,4.676829427025572,6.807794003922021,29.248430261177287,50.2,F
Mechanical,No,No,94,93,93,97,91,6.076803622905955,5.946675765698812,26.835580952041514,93.6,A+
Civil,No,No,70,73,78,71,94,2.1953219841526996,4.907348409301981,19.387525461726476,77.2,B
EEE,No,No,75,72,76,75,94,2.4369017218546096,5.171622986806916,13.652774677352879,78.4,B
EEE,No,No,78,74,77,75,73,7.334733161189398,7.2714026536593295,13.656651038368713,75.4,B
Mechanical,No,Yes,30,44,39,47,45,6.355302329793428,5.62050429334744,26.81301292115455,41.0,F
Civil,No,Yes,71,74,77,71,95,4.659114746397982,5.166352512644629,11.672482202469297,77.6,B
Civil,Yes,No,72,75,77,78,89,5.260082082479358,6.239421520137909,29.027956700541004,78.2,B
EEE,No,No,95,95,93,90,69,3.2852291577079433,6.070846573538846,7.1966624786208335,88.4,A+
IT,Yes,Yes,53,51,40,55,57,4.456386439608631,5.562562619217356,16.798448213911467,51.2,F
EEE,Yes,Yes,45,34,50,30,46,2.0109674085684355,6.211986330755686,12.147939396555325,41.0,F
Mechanical,Yes,No,87,87,80,88,71,1.8629864550926278,6.074246754662935,11.146186062335008,82.6,A
EEE,No,Yes,71,76,78,74,66,3.7284272373560117,5.570834128576868,20.40096320849893,73.0,B
Mechanical,Yes,Yes,63,68,68,64,65,5.822690531198189,4.69978405476412,19.90963546008073,65.6,C
IT,Yes,No,57,33,56,53,31,2.335545858330871,7.228719080809965,21.437351481406274,46.0,F
Mechanical,Yes,Yes,95,92,93,90,67,6.2727235452321555,5.089207418881198,27.435760245472107,87.4,A+
Mechanical,No,Yes,65,66,65,60,88,1.5836429402903982,7.34915943623394,20.325349026299296,68.8,C
Mechanical,Yes,No,65,68,68,61,95,1.9781846169504802,5.560682861086892,12.103396605134963,71.4,C
Mechanical,No,No,88,83,88,86,93,6.839148757459089,4.471889934512246,6.128784110307299,87.6,A
Mechanical,Yes,Yes,41,38,47,31,54,7.390024981605651,5.864458099757903,13.13942082873321,42.2,F
IT,No,Yes,70,72,77,77,94,7.896451281377656,7.239652481224361,16.50516545391538,78.0,B
Civil,No,No,99,92,96,92,72,1.3941229297728615,4.475271665072288,7.9381561694276215,90.2,A+
IT,No,Yes,98,90,95,98,67,1.734511248927224,4.968180063450109,29.666564831678663,89.6,A+
IT,No,No,88,83,82,86,83,3.3933369467384322,6.11070986488678,10.29089746424653,84.4,A
IT,No,Yes,51,30,30,47,33,6.008339900813755,7.612833299933621,9.17992823670341,38.2,F
Mechanical,Yes,No,94,99,91,94,77,4.414978307484537,4.4389447947100145,18.698987224342325,91.0,A+
IT,Yes,No,35,35,31,55,34,4.861964989043514,6.465011307348405,27.690982332738603,38.0,F
Civil,No,No,75,74,76,75,80,3.3517921516635805,4.617972944824153,15.008037062181998,76.0,B
IT,Yes,Yes,51,51,49,44,46,1.3214403926388414,5.354977976974689,15.294113755659435,48.2,F
Mechanical,No,No,90,98,96,98,83,1.0386548198652168,7.261845713819337,22.67143359619043,93.0,A+
Mechanical,Yes,No,78,78,77,70,82,3.555585712990805,7.650336871699292,24.513045068925543,77.0,B
EEE,Yes,Yes,40,31,45,51,64,3.3112671620701586,5.513900202909486,28.627938222183403,46.2,F
EEE,Yes,No,71,75,70,76,63,5.989402554618331,6.220022689337944,27.604780188810697,71.0,B
Civil,Yes,Yes,81,87,86,87,98,2.9998971583133516,4.365496419441637,12.870645733791221,87.8,A
IT,No,No,98,94,97,91,81,4.67804438781985,4.977359763145865,7.823580210279339,92.2,A+
Civil,Yes,Yes,68,60,61,61,73,5.318188503764764,6.136406760343462,10.456737071334652,64.6,C
IT,Yes,No,75,70,78,72,72,5.761664276906481,7.369827944473654,10.711789397925592,73.4,B
Mechanical,Yes,Yes,55,42,30,39,38,3.6291063467536753,6.012282139822933,6.932867172066363,40.8,F
EEE,Yes,Yes,70,78,72,73,92,1.6998967323864367,4.134183485648631,19.00997384549857,77.0,B
Mechanical,Yes,Yes,66,60,62,60,62,7.217245372648678,4.979242960243603,19.359243105975352,62.0,C
IT,No,No,31,51,36,33,67,3.040193899613594,4.659091207647544,22.657220350975184,43.6,F
IT,No,Yes,81,85,86,83,97,3.7040139360188165,5.413892768242882,12.890830384178807,86.4,A
Mechanical,Yes,Yes,93,98,94,94,97,4.562233889137391,5.477123080862164,28.323121564241802,95.2,A+
Mechanical,Yes,Yes,34,46,46,31,31,3.9939081957346696,6.806397399598388,15.865059217949796,37.6,F
Civil,Yes,Yes,90,98,90,97,84,3.08066465396032,5.199676446027938,23.579829968290085,91.8,A+
IT,No,No,50,31,58,33,36,1.86300479528235,7.38315386687475,13.106247390965377,41.6,F
Civil,Yes,No,60,68,63,67,90,1.4995690972256603,7.042232462079692,17.13915505708573,69.6,C
Civil,Yes,No,67,64,60,63,90,6.151891421299557,4.031379684962493,18.48076318341208,68.8,C
EEE,No,No,90,97,94,91,89,7.822898963094829,6.88755051170774,21.424596439112328,92.2,A+
Mechanical,No,No,81,82,82,80,61,5.02751421190369,5.716249477210663,11.898067359513671,77.2,A
Civil,Yes,No,88,85,82,86,63,2.9539132954198877,7.722689022249593,5.616110115908067,80.8,A
IT,No,No,31,50,31,56,66,4.102968234987135,7.791843667005579,8.366473165604631,46.8,F
Civil,No,No,41,38,49,34,32,5.69708732391409,6.582741300696963,18.985052897456022,38.8,F
Mechanical,No,No,83,80,83,81,88,7.011330008870928,5.303525370463161,28.851056626952143,83.0,A
Civil,No,No,30,39,50,44,59,6.270640197641775,4.605928452119833,15.014733932995279,44.4,F
IT,Yes,Yes,78,71,76,74,80,1.2018542884519374,5.352559953935234,7.696331614057729,75.8,B
IT,No,Yes,88,83,87,82,98,4.810414213440247,4.934963168146977,20.944353546139787,87.6,A
Mechanical,Yes,Yes,48,50,41,54,64,6.419333442000273,4.960153675056599,23.227582089871905,51.4,F
Mechanical,Yes,No,73,75,76,75,70,3.4781374662240783,7.283638536282464,24.562800205145734,73.8,B
EEE,Yes,Yes,90,99,95,91,94,6.0044682814157335,6.251001145373531,16.78831150256282,93.8,A+
Mechanical,Yes,Yes,34,31,30,51,45,5.155871851710991,4.268788392410853,22.86354253625013,38.2,F
Mechanical,Yes,No,38,53,32,51,39,1.1224688324031837,7.89485160656694,16.804917568953037,42.6,F
IT,Yes,No,82,82,84,84,69,7.934754099460361,7.026920668274272,16.057345136278382,80.2,A
Civil,Yes,Yes,70,75,72,78,88,7.997953464752817,7.3732118646086455,14.0442501443245,76.6,B
IT,No,No,35,55,38,54,61,7.83082322847895,6.231415396520782,19.14319778360731,48.6,F
EEE,No,No,83,84,84,83,95,6.750298769433336,5.416258249420377,21.39551918318482,85.8,A
IT,No,No,67,65,60,66,76,2.410598877968759,7.230222203997204,6.346552861377412,66.8,C
Mechanical,Yes,Yes,84,86,86,83,96,3.7620062072324663,6.119762347720932,9.034183959709578,87.0,A
Mechanical,No,Yes,67,67,63,67,82,5.407708563019211,7.947654856872849,14.951079352602394,69.2,C
Civil,No,Yes,91,90,96,94,76,5.493800503102862,6.4283761443551235,18.66743531785175,89.4,A+
Civil,No,No,73,71,76,72,92,4.898664641649226,6.62318511959888,17.42559119443017,76.8,B
Mechanical,Yes,Yes,63,60,60,64,78,2.3022384295989506,7.738147926564813,29.42085662950473,65.0,C
IT,Yes,No,81,84,86,88,72,4.222487611943788,6.838685374018098,29.592789580228793,82.2,A
Civil,Yes,No,96,90,95,92,70,2.1125679829372954,5.874157667074337,28.607590873945746,88.6,A+
Mechanical,No,Yes,81,80,80,84,79,6.327041880646887,6.852057167446963,14.157159655163055,80.8,A
Mechanical,No,Yes,68,66,64,61,66,3.830310415432795,7.138940456344397,25.371675374136156,65.0,C
IT,Yes,No,74,70,78,70,60,4.479625165455579,7.01123597804404,25.581716327869305,70.4,B
Civil,Yes,Yes,94,93,99,90,97,5.720126644863339,6.129924770237705,23.035551683218294,94.6,A+
EEE,No,No,37,52,40,49,48,1.2575560700805295,5.511542563090895,25.23953255678215,45.2,F
Civil,No,No,72,70,77,75,88,1.6728809621250604,5.698290428743823,28.341972653323378,76.4,B
Mechanical,Yes,Yes,94,95,91,93,94,3.1441944914474886,7.155940639683173,16.160487910039556,93.4,A+
IT,Yes,No,97,96,98,92,76,4.1918549303195585,5.7738233455276164,20.052924633869488,91.8,A+
EEE,Yes,No,31,42,43,39,59,5.752334261693642,6.448438310003433,8.655806303205214,42.8,F
IT,Yes,Yes,82,82,80,82,70,3.8420826119427742,4.054794201635659,7.005556161392851,79.2,A
Civil,Yes,No,92,97,91,96,88,1.3841783025253245,5.820574740144624,18.060864401779224,92.8,A+
EEE,Yes,No,65,63,63,61,95,2.4586857530617774,6.645215849147467,27.7814037958572,69.4,C
Civil,No,Yes,94,92,91,99,84,6.279774810407042,6.477991005630351,12.433876205920972,92.0,A+
IT,Yes,No,60,66,61,65,85,6.9717827696570716,5.599840293529896,23.24778284480909,67.4,C
EEE,Yes,No,78,70,77,70,60,1.5459570648658636,4.424520077236078,17.319533646623892,71.0,B
Mechanical,Yes,No,92,95,96,93,82,1.6538558038270692,5.764288633003135,9.890231826112876,91.6,A+
EEE,Yes,No,63,61,62,62,98,4.747666687674428,7.727131973105013,7.687465927735727,69.2,C
Civil,No,Yes,45,53,39,33,39,5.473227482826882,5.623518675348896,29.288025677053906,41.8,F
Civil,Yes,Yes,33,43,50,51,38,4.9059462042541675,7.704696176279015,7.5507473660372595,43.0,F
Mechanical,Yes,No,48,52,57,52,37,3.690373195709694,6.95356654774423,24.35538895415897,49.2,F
Mechanical,No,Yes,55,55,37,58,50,2.5232981711417795,7.294919520536679,19.546508767116563,51.0,F
Mechanical,No,No,76,71,77,78,95,1.1012944905200552,4.476914311271434,21.227293513463703,79.4,B
IT,Yes,No,58,32,42,57,40,4.082514381983366,4.569852592348434,21.015973033003068,45.8,F
EEE,Yes,No,64,64,68,67,90,3.9239152367502395,6.1014350738944145,7.867232945268966,70.6,C
Mechanical,Yes,No,99,98,95,98,60,6.903283174515182,5.94037863991816,13.340709895921641,90.0,A+
Civil,Yes,Yes,30,58,50,43,63,2.2654316838850876,7.200632946659185,21.04342612035058,48.8,F
IT,Yes,Yes,70,75,70,76,97,6.725329237827076,4.1534554454228045,26.76992930845283,77.6,B
Mechanical,Yes,No,62,65,61,63,77,3.764065662010045,6.433536867266103,6.004967281446914,65.6,C
Civil,No,Yes,96,96,95,95,84,6.095630237115202,4.431774858585857,22.132450402896833,93.2,A+
IT,No,Yes,80,84,86,85,61,5.766673039825033,7.517297853450243,17.85567528164944,79.2,A
EEE,No,No,97,92,95,94,61,2.486373774747933,4.7272998688284025,9.585112746335845,87.8,A+
Civil,No,No,95,91,90,94,84,2.4449489023242226,4.0439833146339215,8.422140751720182,90.8,A+
EEE,No,No,87,84,81,83,84,6.412173842228712,4.425063619169583,24.460710169534998,83.8,A
EEE,No,Yes,56,39,39,51,68,3.749654018667772,5.579414697614713,11.370440591109535,50.6,F
Mechanical,No,No,77,78,74,74,78,7.321682549345168,7.4569224090462285,16.61456911098115,76.2,B
EEE,No,Yes,58,41,57,58,67,4.445158540986441,5.353943434277075,16.377241652660196,56.2,F
EEE,No,Yes,52,35,30,49,67,3.2720506141569543,4.731550603586211,8.579117694439478,46.6,F
EEE,Yes,No,58,39,48,32,50,4.4842277186946315,5.712191167768299,13.150586306949622,45.4,F
IT,No,No,61,60,62,66,60,7.990889372889008,4.286842083539731,6.0890170143105005,61.8,C
EEE,Yes,No,62,60,68,68,66,5.200867579576475,4.625045359245423,18.388147067389987,64.8,C
EEE,No,Yes,62,61,65,62,60,2.956046192194942,4.964126951614444,17.438000261336143,62.0,C
Civil,No,No,64,60,67,61,75,4.039530173178923,4.5409114038206555,11.816926309862037,65.4,C
EEE,No,No,42,40,55,42,48,3.569799795735269,7.526225044272004,7.817792068722724,45.4,F
EEE,Yes,No,84,82,85,87,82,3.796631492108544,5.3071788234311095,5.270277090879908,84.0,A
Civil,Yes,Yes,63,61,68,61,67,7.295375863128822,7.879702294263774,20.861328493890078,64.0,C
EEE,No,Yes,72,73,77,73,98,7.672170237398172,6.432853089518301,10.49998680591563,78.6,B
Mechanical,Yes,No,51,57,45,40,51,4.928928603993485,5.351023045974341,6.791265355787116,48.8,F
Civil,No,Yes,67,60,61,60,64,5.168353046659711,5.797372210007286,15.557302820895792,62.4,C
IT,No,Yes,58,33,43,34,54,7.455398066849797,4.606826462015594,19.173761890970255,44.4,F
Civil,No,No,55,50,56,48,51,4.330577704962208,6.614260610724408,8.646728173847402,52.0,F
Mechanical,No,Yes,31,46,56,49,33,7.693583379533077,7.518252950451124,19.501088882452457,43.0,F
Civil,Yes,Yes,65,68,65,62,69,7.224666962687779,4.839306332362245,29.546932408815145,65.8,C
Civil,Yes,Yes,86,82,84,80,91,7.66984072419409,4.957329146189434,20.60283550114136,84.6,A
Civil,No,Yes,35,42,33,42,33,2.721560499769944,6.754921430425295,27.296879173355524,37.0,F
IT,Yes,Yes,67,64,61,67,76,2.903755754446578,6.882671469840558,6.213760680221579,67.0,C
Civil,Yes,Yes,46,31,44,35,34,2.032903479841395,5.894215334188953,24.765154957651866,38.0,F
EEE,No,No,57,37,42,36,57,1.1185054669787453,6.0883809476591555,13.381195892508279,45.8,F
EEE,Yes,Yes,99,95,90,93,87,4.649072333578973,7.904055293116855,8.138755369066335,92.8,A+
Civil,Yes,Yes,85,83,83,85,96,3.776134020704308,4.49948030762369,18.136128159054486,86.4,A
Mechanical,No,No,60,63,64,66,83,5.50018810493877,6.260490683932201,23.07426311107437,67.2,C
Civil,No,Yes,66,65,63,64,90,4.919712317939716,6.5255587264579145,11.0524739331586,69.6,C
Civil,No,Yes,88,82,82,84,80,4.219871687746705,5.117357941106238,14.234779111377843,83.2,A
EEE,No,Yes,61,60,66,62,73,5.284347350137073,5.5075800675408555,5.03419960908842,64.4,C
EEE,No,Yes,67,66,63,61,74,5.113683360312822,5.271757318827291,18.845772896695586,66.2,C
Civil,No,No,74,74,75,76,85,4.108791036227845,7.125424873580801,22.001151409356748,76.8,B
Civil,Yes,No,80,86,87,81,63,2.6712623976021685,4.854171417961366,15.278608411999675,79.4,A
EEE,Yes,Yes,87,80,88,87,75,4.321044399030219,5.335106388279192,19.48283506971152,83.4,A
Civil,No,Yes,68,62,60,61,73,3.1584854944261718,7.5379861391754535,21.905843376011937,64.8,C
Mechanical,Yes,Yes,64,64,62,66,69,7.257913716300732,7.8643882563516385,27.12762462726301,65.0,C
